Tick;Step;DateTime;Aircraft__acceleration_x;Aircraft__acceleration_z;Aircraft__angle_of_attack;Aircraft__callsign;Aircraft__climb_angle;Aircraft__drag;Aircraft__drag_coefficient;Aircraft__flight_phase;Aircraft__heading_bearing;Aircraft__height;Aircraft__lift;Aircraft__lift_coefficient;Aircraft__pitch;Aircraft__rate_of_climb;Aircraft__true_air_speed;Aircraft__true_air_speed_x;Brake__deceleration_application;Brake__deceleration_force;Brake__parking_brake;CIP__master_switch;Engine__failure;Engine__failure_probability;Engine__fuel_consumption;Engine__ignition_switch;Engine__mixture_control;Engine__oil;Engine__oil_leakage;Engine__oil_pressure;Engine__oil_pump_condition;Engine__oil_temperature;Engine__power;Engine__RPM;Engine__running;Engine__throttle;event_info;Latitude;Longitude;LWT__fuel_quantity;LWT__water_sediments;Propeller__thrust;Propeller__thrust_coefficient;RWT__fuel_quantity;RWT__water_sediments;Tire__friction_force;TireLeftMainWheel__inflation;TireNoseWheel__inflation;TireRightMainWheel__inflation;0_Position;1_Position;ID
517;517;2019-01-01T19:08:37.0000000+01:00;0.0876867307125808;-0.172084919010613;1.48347931182842;Cessna1;0.629986377140666;907.246966154398;0.0498305504038845;in-air;107;4.13253951669344;6981.01318305132;0.383432232088632;2;0.344435769160964;47.0633959404961;47.0621355385922;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5572253025548;9.52143211382016;38.6970350000003;False;1214.64094859163;0.0560454230082341;35.6970350000003;False;0;145000;207000;145000;9,52211272204682;53,5571016949857;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
518;518;2019-01-01T19:08:38.0000000+01:00;2.70739190728297;-9.81;0;Cessna2;0;0;0.0444013915309827;on-ground;107;0;0;0.256563400043166;0;0;2.70739190728297;2.70739190728297;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5621197031719;9.49447955111227;26.9038174999999;False;1962.85913278016;0.1;10.9038175000001;False;0;145000;207000;145000;9,49451870980021;53,5621125923768;be963075-8aed-4326-a2f1-c748863002ea
518;518;2019-01-01T19:08:38.0000000+01:00;0.0444009424197628;0.23291833913614;1.65556423083904;Cessna1;0.419325713012874;924.630281834424;0.0505996649980723;in-air;107;4.70989362499054;7275.55689821593;0.398149129394471;2;0.577354108297103;47.1100744746098;47.106536481012;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5571016949857;9.52211272204682;38.6930850000003;False;1210.9086321029;0.0558732081190078;35.6930850000003;False;0;145000;207000;145000;9,52279397040358;53,5569779707967;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
519;519;2019-01-01T19:08:39.0000000+01:00;2.70368838658752;-9.78860004317446;0;Cessna2;0;2.68505250420703;0.0444013915309827;on-ground;107;0;15.5149686985166;0.256563400043166;0;0;5.41108029387049;5.41108029387049;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5621125923768;9.49451870980021;26.8998674999999;False;1962.85913278016;0.1;10.8998675000001;False;0;145000;207000;145000;9,49459697358349;53,5620983805009;be963075-8aed-4326-a2f1-c748863002ea
519;519;2019-01-01T19:08:39.0000000+01:00;0.0820432545090655;-0.249206420835343;1.4226458917029;Cessna1;0.702201857916773;907.531740866837;0.0495655914966716;in-air;107;5.0380413124523;6925.27694696877;0.378229689054079;2;0.32814768746176;47.1897206853401;47.1885797355211;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5569779707967;9.52279397040358;38.6891350000003;False;1208.8853568411;0.0557798510507804;35.6891350000003;False;0;145000;207000;145000;9,52347640325965;53,5568540311197;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
520;520;2019-01-01T19:08:40.0000000+01:00;2.69259808218878;-9.72451722716476;0;Cessna2;0;10.7255231932939;0.0444013915309827;on-ground;107;0;61.975010305548;0.256563400043166;0;0;8.10367837605927;8.10367837605927;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5620983805009;9.49459697358349;26.8959174999999;False;1962.85913278016;0.1;10.8959175000001;False;0;145000;207000;145000;9,49471418201038;53,5620770966595;be963075-8aed-4326-a2f1-c748863002ea
520;520;2019-01-01T19:08:40.0000000+01:00;0.0250055142445561;0.321538099108702;1.67185231253824;Cessna1;0.398426369215332;930.965601751819;0.050673963285765;in-air;107;5.68772709902276;7340.2578309868;0.399542104601447;2;0.649685786570462;47.2180550611539;47.2135852497656;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5568540311197;9.52347640325965;38.6851850000003;False;1205.43310173228;0.0556205586293198;35.6851850000003;False;0;145000;207000;145000;9,52415919573978;53,5567300257654;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
521;521;2019-01-01T19:08:41.0000000+01:00;2.67421186651599;-9.61827663775338;0;Cessna2;0;24.0555295560642;0.0444013915309827;on-ground;107;0;138.999437628799;0.256563400043166;0;0;10.7778902425753;10.7778902425753;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5620770966595;9.49471418201038;26.8919674999999;False;1962.85913278016;0.1;10.8919675000001;False;0;145000;207000;145000;9,49487006908494;53,5620487891306;be963075-8aed-4326-a2f1-c748863002ea
521;521;2019-01-01T19:08:41.0000000+01:00;0.0816656872835174;-0.362389936259177;1.35031421342954;Cessna1;0.788372756251121;905.988689843845;0.0492552626192911;in-air;107;5.97502294933405;6843.27843908956;0.372043801951199;2;0.287295850311285;47.2961235208981;47.2952509370491;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5567300257654;9.52415919573978;38.6812350000003;False;1204.20495173291;0.0555638898776923;35.6812350000003;False;0;145000;207000;145000;9,52484316724296;53,5566058059147;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
522;522;2019-01-01T19:08:42.0000000+01:00;2.64869975492637;-9.47086067023472;0;Cessna2;0;42.5518104585412;0.0444013915309827;on-ground;107;0;245.876014079824;0.256563400043166;0;0;13.4265899975016;13.4265899975016;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5620487891306;9.49487006908494;26.8880174999999;False;1962.85913278016;0.1;10.8880175000001;False;0;145000;207000;145000;9,49506426572677;53,5620135249082;be963075-8aed-4326-a2f1-c748863002ea
522;522;2019-01-01T19:08:42.0000000+01:00;0.00338590968350923;0.455504624353601;1.71270414968871;Cessna1;0.348039959737065;938.628609941737;0.0508614510100236;in-air;107;6.71782342399893;7437.87141757401;0.403035800013892;2;0.742800474664886;47.3044691345782;47.2986368467327;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5566058059147;9.52484316724296;38.6772850000003;False;1200.82108404455;0.0554077529582037;35.6772850000003;False;0;145000;207000;145000;9,52552718570385;53,5564815771708;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
523;523;2019-01-01T19:08:43.0000000+01:00;2.61630751239102;-9.28368942191717;0;Cessna2;0;66.0361862966648;0.0444013915309827;on-ground;107;0;381.575169110051;0.256563400043166;0;0;16.0428975098926;16.0428975098926;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5620135249082;9.49506426572677;26.8840674999999;False;1962.85913278016;0.1;10.8840675000001;False;0;145000;207000;145000;9,49529630332671;53,561971389057;be963075-8aed-4326-a2f1-c748863002ea
523;523;2019-01-01T19:08:43.0000000+01:00;0.0877716848965989;-0.530472689450272;1.25719952533511;Cessna1;0.899726435285086;902.071783545051;0.0488633011188937;in-air;107;6.93015120921355;6721.33818206649;0.364080528294044;2;0.212327785214614;47.3868842256467;47.3864085316293;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5564815771708;9.52552718570385;38.6733350000003;False;1200.45934445645;0.0553910617308437;35.6733350000003;False;0;145000;207000;145000;9,52621247147621;53,5563571178931;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
524;524;2019-01-01T19:08:44.0000000+01:00;2.57735155389063;-9.0585912252125;0;Cessna2;0;94.2792562094521;0.0444013915309827;on-ground;107;0;544.771361720935;0.256563400043166;0;0;18.6202490637833;18.6202490637833;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.561971389057;9.49529630332671;26.8801174999999;False;1962.85913278016;0.1;10.8801175000001;False;0;145000;207000;145000;9,49556561832452;53,5619224838817;be963075-8aed-4326-a2f1-c748863002ea
524;524;2019-01-01T19:08:44.0000000+01:00;-0.0229952353495054;0.657945035042982;1.78767221478539;Cessna1;0.256727718501215;948.687102753101;0.051209759937952;in-air;107;7.80042402947115;7585.21880672916;0.409447153905845;2;0.870272820257597;47.3714079783986;47.3634132962798;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5563571178931;9.52621247147621;38.6693850000002;False;1196.88707257338;0.0552262315487067;35.6693850000002;False;0;145000;207000;145000;9,52689742268557;53,5562327190128;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
525;525;2019-01-01T19:08:45.0000000+01:00;2.53221232170635;-8.79776437980935;0;Cessna2;0;127.005199543053;0.0444013915309827;on-ground;107;0;733.870824638217;0.256563400043166;0;0;21.1524613854896;21.1524613854896;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5619224838817;9.49556561832452;26.8761674999999;False;1962.85913278016;0.1;10.8761675000001;False;0;145000;207000;145000;9,4958715577129;53,5618669279277;be963075-8aed-4326-a2f1-c748863002ea
525;525;2019-01-01T19:08:45.0000000+01:00;0.102392313648891;-0.782239613194338;1.1297271797424;Cessna1;1.05265532523144;894.947069758082;0.0483404641130186;in-air;107;7.8884572365344;6538.54842219336;0.353178948828463;2;0.0880332070632586;47.4658872459483;47.4658056099286;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5562327190128;9.52689742268557;38.6654350000002;False;1197.55788858757;0.0552571840432028;35.6654350000002;False;0;145000;207000;145000;9,52758385263003;53,5561080511973;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
526;526;2019-01-01T19:08:46.0000000+01:00;2.48132637845798;-8.50373146408205;0;Cessna2;0;163.897508398119;0.0444013915309827;on-ground;107;0;947.044688540513;0.256563400043166;0;0;23.6337877639476;23.6337877639476;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5618669279277;9.4958715577129;26.8722174999999;False;1962.85913278016;0.1;10.8722175000001;False;0;145000;207000;145000;9,49621338535328;53,5618048548343;be963075-8aed-4326-a2f1-c748863002ea
526;526;2019-01-01T19:08:46.0000000+01:00;-0.0579159258015451;0.964351627473083;1.91196679293674;Cessna1;0.106264401785189;962.812063493878;0.0517993569176649;in-air;107;8.94084207107075;7808.11182967139;0.420076967098326;2;1.05238483453634;47.4195689366988;47.4078896841271;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5561080511973;9.52758385263003;38.6614850000002;False;1193.46269647377;0.0550682255081034;35.6614850000002;False;0;145000;207000;145000;9,52826944300177;53,555983535499;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
527;527;2019-01-01T19:08:47.0000000+01:00;2.42517749723844;-8.17928785144769;0;Cessna2;0;204.605447282284;0.0444013915309827;on-ground;107;0;1182.26630770042;0.256563400043166;0;0;26.058965261186;26.058965261186;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5618048548343;9.49621338535328;26.8682674999999;False;1962.85913278016;0.1;10.8682675000001;False;0;145000;207000;145000;9,49659028897458;53,561736412065;be963075-8aed-4326-a2f1-c748863002ea
527;527;2019-01-01T19:08:47.0000000+01:00;0.128668515760845;-1.16172006665051;0.947615165463659;Cessna1;1.27167246780076;883.422563073093;0.0476210903699548;in-air;107;8.83150683895658;6262.92784711993;0.337604522971108;2;-0.109335232114167;47.5366839365591;47.5365581998879;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.555983535499;9.52826944300177;38.6575350000002;False;1195.47035783359;0.0551608621266025;35.6575350000002;False;0;145000;207000;145000;9,52895689208783;53,5558586818505;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
528;528;2019-01-01T19:08:48.0000000+01:00;2.30694637791607;-7.82744621505476;0;Cessna2;0;248.751016106688;0.0444013915309827;on-ground;107;0;1437.3514940853;0.256563400043166;0;0;28.3659116391021;28.3659116391021;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.561736412065;9.49659028897458;26.8643174999999;False;1921.28714009584;0.0978820694776279;10.8643175000001;False;0;145000;207000;145000;9,49700055837253;53,5616619101415;be963075-8aed-4326-a2f1-c748863002ea
528;528;2019-01-01T19:08:48.0000000+01:00;-0.107235300304491;1.42909952772809;2.10933523211417;Cessna1;-0.131781444491157;983.719040163754;0.0527666305561076;in-air;107;10.1512711345705;8146.09668673222;0.436956139703851;2;1.31976429561393;47.4476811710428;47.4293228995835;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5558586818505;9.52895689208783;38.6535850000002;False;1190.39402271506;0.0549266321268818;35.6535850000002;False;0;145000;207000;145000;9,52964278837307;53,5557341098575;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
529;529;2019-01-01T19:08:49.0000000+01:00;2.11859251158342;-7.46088576949346;0;Cessna2;0;294.743353863321;0.0444013915309827;on-ground;107;0;1703.10781711724;0.256563400043166;2;0;30.4845041506855;30.4845041506855;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2617.11843677026;True;1;None;53.5616619101415;9.49700055837253;26.8603674999999;False;1830.7229247613;0.0932681767217958;10.8603675000001;False;0;145000;207000;145000;9,49744146912665;53,5615818437638;be963075-8aed-4326-a2f1-c748863002ea
529;529;2019-01-01T19:08:49.0000000+01:00;0.171167334175589;-1.73613860701086;0.680235704386072;Cessna1;1.59389618632812;865.945183555557;0.0466236711531723;in-air;107;9.73489682317357;5845.65278669769;0.314737928425849;2;-0.416374311396932;47.6023112680611;47.600490233759;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5557341098575;9.52964278837307;38.6496350000002;False;1194.25183652862;0.0551046376579144;35.6496350000002;False;0;145000;207000;145000;9,53033115795033;53,5556090882905;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
530;530;2019-01-01T19:08:50.0000000+01:00;1.71329898198244;-5.22554825131674;2;Cessna2;0;400.405202793246;0.052226087586063;on-ground;107;0;3278.35267047086;0.427605666738611;4;0;32.197803132668;32.197803132668;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2624.77023456067;True;1;None;53.5615818437638;9.49744146912665;26.8564174999999;False;1757.786703078;0.0890309916986289;10.8564175000001;False;0;145000;207000;145000;9,49790715914442;53,5614972774242;be963075-8aed-4326-a2f1-c748863002ea
530;530;2019-01-01T19:08:50.0000000+01:00;-0.180345064734367;2.13510215699172;2.41637431139693;Cessna1;-0.501168836579305;1015.98334797435;0.0543471233883957;in-air;107;11.4536246687684;8659.48661973427;0.463214469746154;2;1.71872784559478;47.4512823141651;47.4201451690247;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5556090882905;9.53033115795033;38.6456850000002;False;1187.54941418468;0.0547953774638777;35.6456850000002;False;0;145000;207000;145000;9,53101691746741;53,555484540403;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
531;531;2019-01-01T19:08:51.0000000+01:00;1.12969023579383;-2.65156084737725;4;Cessna2;0;547.061495934771;0.0639631316686834;on-ground;107;0;5120.09380183362;0.598647933434055;6;0;33.3274933684618;33.3274933684618;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2652.56548934483;True;1;None;53.5614972774242;9.49790715914442;26.8524674999999;False;1726.1187299031;0.0856043937346641;10.8524675000001;False;0;145000;207000;145000;9,49838918733745;53,561409743962;be963075-8aed-4326-a2f1-c748863002ea
531;531;2019-01-01T19:08:51.0000000+01:00;0.236018066021614;-2.60739766426619;0.281272154405215;Cessna1;2.07575838248946;840.845667600231;0.0452654076497306;in-air;107;10.564954850097;5212.73390012933;0.280618113467056;2;-0.888669818671407;47.6644482642146;47.6561632350463;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.555484540403;9.53101691746741;38.6417350000002;False;1194.09574542739;0.0550974353716698;35.6417350000002;False;0;145000;207000;145000;9,53170608808658;53,5553593726098;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
532;532;2019-01-01T19:08:52.0000000+01:00;0.320822142126679;0.00561149255690593;6;Cessna2;0;729.525776484927;0.079612523778844;on-ground;107;0.00561149255690593;7053.02148770123;0.769690200129499;8;0.00561149255690593;33.6483159784997;33.6483155105885;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2671.55227723118;True;1;None;53.561409743962;9.49838918733745;26.8485174999999;False;1704.70546338952;0.0833450132630764;10.8485175000001;False;0;145000;207000;145000;9,49887585468622;53,5613213678627;be963075-8aed-4326-a2f1-c748863002ea
532;532;2019-01-01T19:08:52.0000000+01:00;-0.292712396991483;3.20725705540962;2.88866981867141;Cessna1;-1.0683010541579;1067.57890830604;0.0569582839062755;in-air;107;12.8835420868352;9439.16853685818;0.503605716803304;2;2.31858723673821;47.4201678831191;47.3634508380548;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5553593726098;9.53170608808658;38.6377850000002;False;1184.85609380633;0.0546711034715707;35.6377850000002;False;0;145000;207000;145000;9,53239102368683;53,5552349736309;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
533;533;2019-01-01T19:08:53.0000000+01:00;-0.630454894299546;2.33443436253802;7.99438850744309;Cessna2;0.00955515402243443;925.795798221006;0.099113905508411;in-air;107;2.34565734765183;8782.64124548319;0.940252565621705;8;2.34004585509492;33.100678758609;33.0178606162889;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2677.04443970327;True;1;None;53.5613213678627;9.49887585468622;26.8445674999999;False;1698.54374652044;0.0827033680430006;10.8445675000001;False;0;145000;207000;145000;9,49935340256649;53,5612346476487;be963075-8aed-4326-a2f1-c748863002ea
533;533;2019-01-01T19:08:53.0000000+01:00;0.330269968166978;-3.9270368567684;-0.318587236738209;Cessna1;2.8025681417405;807.29300522843;0.0435162102736531;in-air;107;11.275092466805;4254.19353039478;0.229317458487196;2;-1.60844962003019;47.7208352244804;47.6937208062218;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5552349736309;9.53239102368683;38.6338350000002;False;1195.44439657541;0.0551596642337618;35.6338350000002;False;0;145000;207000;145000;9,53308073336796;53,5551097071921;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
534;534;2019-01-01T19:08:54.0000000+01:00;0.102589891101536;-0.47107222199196;5.65995414490508;Cessna2;4.05389517971374;693.083603579923;0.0766757225644418;in-air;107;4.21463098075479;6694.47906064062;0.740609093211586;8;1.86897363310296;33.173141308199;33.1204505073905;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2667.69650657756;True;1;None;53.5612346476487;9.49935340256649;26.8406174999999;False;1709.03990166465;0.0837986424827819;10.8406175000001;False;0;145000;207000;145000;9,4998324332521;53,5611476579832;be963075-8aed-4326-a2f1-c748863002ea
534;534;2019-01-01T19:08:54.0000000+01:00;-0.470237913878647;4.82803443457402;3.60844962003019;Cessna1;-1.93154274369963;1152.7532898148;0.0613573153852712;in-air;107;14.4946772813488;10618.0080943701;0.565162101176305;2;3.21958481454383;47.3331074710024;47.2234828923431;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5551097071921;9.53308073336796;38.6298850000002;False;1182.41200801915;0.0545583295510392;35.6298850000002;False;0;145000;207000;145000;9,53376364083042;53,5549856758416;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
535;535;2019-01-01T19:08:55.0000000+01:00;-0.0301169074310826;0.0605923569849582;6.13102636689704;Cessna2;3.22975241603004;733.331662687707;0.0807743163163133;in-air;107;6.14419697084272;7089.57482321185;0.780895723524968;8;1.92956599008792;33.1465443548299;33.0903335999594;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2668.92592487563;True;1;None;53.5611476579832;9.4998324332521;26.8366674999999;False;1707.65708547286;0.0836537173836021;10.8366675000001;False;0;145000;207000;145000;9,50031102736485;53,5610607474195;be963075-8aed-4326-a2f1-c748863002ea
535;535;2019-01-01T19:08:55.0000000+01:00;0.458955750846239;-5.90973918347098;-1.21958481454383;Cessna1;3.90025448973988;767.992871813346;0.0415502083563583;in-air;107;11.8045229124217;2814.3539797732;0.152263124489706;2;-2.69015436892715;47.7582651013432;47.6824386431894;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5549856758416;9.53376364083042;38.6259350000002;False;1199.21801932218;0.0553337850579951;35.6259350000002;False;0;145000;207000;145000;9,53445318329537;53,5548604390356;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
536;536;2019-01-01T19:08:56.0000000+01:00;-0.00994234988386575;-0.0178235372940805;6.07043400991208;Cessna2;3.33725661766114;727.267422236902;0.0802349652085315;in-air;107;8.05593942363656;7031.24095206935;0.775713796483405;8;1.91174245279384;33.1355857721557;33.0803912500755;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2668.4744108512;True;1;None;53.5610607474195;9.50031102736485;26.8327174999999;False;1708.16485182431;0.0837069112903402;10.8327175000001;False;0;145000;207000;145000;9,50078947669612;53,5609738629694;be963075-8aed-4326-a2f1-c748863002ea
536;536;2019-01-01T19:08:56.0000000+01:00;-0.755764088583305;7.24354151196012;4.69015436892715;Cessna1;-3.22909797736737;1296.89378393138;0.0689212866197812;in-air;107;16.3579100554546;12375.4083376308;0.657670717249587;2;4.55338714303298;47.1470690417575;46.9266745546061;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5548604390356;9.53445318329537;38.6219850000002;False;1180.78961465684;0.0544834697973136;35.6219850000002;False;0;145000;207000;145000;9,53513179457256;53,5547371872572;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
537;537;2019-01-01T19:08:57.0000000+01:00;-0.0127164589831026;-0.00545625655651308;6.08825754720616;Cessna2;3.307490423112;728.220353831983;0.0803932451733248;in-air;107;9.96222561987389;7040.3998803879;0.77723808559306;8;1.90628619623733;33.1225760343518;33.0676747910924;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2668.28846510574;True;1;None;53.5609738629694;9.50078947669612;26.8287674999999;False;1708.37399225351;0.0837288284556886;10.8287675000001;False;0;145000;207000;145000;9,50126774112439;53,5608870119189;be963075-8aed-4326-a2f1-c748863002ea
537;537;2019-01-01T19:08:57.0000000+01:00;0.616857137650488;-8.82175234720508;-2.55338714303298;Cessna1;5.5421716092449;735.328066703691;0.0400975461058491;in-air;107;12.0895448512825;700.435285654163;0.0381948376954838;2;-4.2683652041721;47.7347498923875;47.5435316922566;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5547371872572;9.53513179457256;38.6180350000002;False;1207.28183192431;0.055705861916485;35.6180350000002;False;0;145000;207000;145000;9,53581932425273;53,5546123152928;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
538;538;2019-01-01T19:08:58.0000000+01:00;-0.0119459999935292;-0.00716407397470903;6.09371380376267;Cessna2;3.29933696532219;728.087758611018;0.0804417609787983;in-air;107;11.8613477421365;7039.09602282607;0.777704710837609;8;1.89912212226262;33.1102381559836;33.0557287910989;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2668.06778254053;True;1;None;53.5608870119189;9.50126774112439;26.8248174999999;False;1708.62222408257;0.0837548479312965;10.8248175000001;False;0;145000;207000;145000;9,50174583179405;53,5608001922445;be963075-8aed-4326-a2f1-c748863002ea
538;538;2019-01-01T19:08:58.0000000+01:00;-1.21332111966429;10.7125237160979;6.2683652041721;Cessna1;-5.13014925638648;1541.66715860394;0.082010105308358;in-air;107;18.5337033632084;14900.4655280346;0.79264109654139;2;6.44415851192583;46.7762289055837;46.3302105725923;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5546123152928;9.53581932425273;38.6140850000002;False;1181.80887846748;0.054530500215225;35.6140850000002;False;0;145000;207000;145000;9,53648930610129;53,5544906301368;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
539;539;2019-01-01T19:08:59.0000000+01:00;-0.0117285347521845;-0.00671805449827059;6.10087787773738;Cessna2;3.28815013121397;728.121985265898;0.0805055065283237;in-air;107;13.7537518099009;7039.3942976379;0.778317390563313;8;1.89240406776435;33.0981441488361;33.0440002563467;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;5.9;0;399750;True;41.9;75000;2667.85856408114;True;1;None;53.5608001922445;9.50174583179405;26.8208674999999;False;1708.85758226613;0.0837795236880328;10.8208675000001;False;0;145000;207000;145000;9,50222375185139;53,5607134033751;be963075-8aed-4326-a2f1-c748863002ea
539;539;2019-01-01T19:08:59.0000000+01:00;0.772980875417155;-12.8599488940003;-4.44415851192583;Cessna1;7.91857575174965;740.456323189916;0.041019946102411;in-air;107;12.1179129811339;-2229.42400351393;-0.123506072673657;2;-6.41579038207451;47.53812165846;47.1031914480094;0;0;OFF;ON;False;1E-06;0.0079;BOTH;RICH;4;0;205000;True;116;75000;2750;True;1;None;53.5544906301368;9.53648930610129;38.6101350000002;False;1223.35585155341;0.0564475421888326;35.6101350000002;False;0;145000;207000;145000;9,53717046404592;53,5543669147338;e2b12514-6fdc-4671-9a0a-3f69d6bdd657
