Tick;Step;DateTime;age;current_activity;event_info;flight_experience;Latitude;Longitude;myAircraft_callsign;state;takeoff_distance;0_Position;1_Position;ID
142;142;2020-01-01T19:02:22.0000000+01:00;37;Check_RWT__fuel_quantity;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
143;143;2020-01-01T19:02:23.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5610088129862;9.49956701252058;Cessna1;Landing;0;9,49956701252058;53,5610088129862;e0cd5c62-a9ad-4830-8014-10c47c22d193
143;143;2020-01-01T19:02:23.0000000+01:00;37;Check_RWT__fuel_quantity;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
144;144;2020-01-01T19:02:24.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5609868050286;9.49966934519581;Cessna1;Landing;0;9,49966934519581;53,5609868050286;e0cd5c62-a9ad-4830-8014-10c47c22d193
144;144;2020-01-01T19:02:24.0000000+01:00;37;Check_RWT__fuel_quantity;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
145;145;2020-01-01T19:02:25.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5609627257793;9.49978130838344;Cessna1;Landing;0;9,49978130838344;53,5609627257793;e0cd5c62-a9ad-4830-8014-10c47c22d193
145;145;2020-01-01T19:02:25.0000000+01:00;37;Check_RWT__fuel_quantity;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
146;146;2020-01-01T19:02:26.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5609378180384;9.49989712322792;Cessna1;Landing;0;9,49989712322792;53,5609378180384;e0cd5c62-a9ad-4830-8014-10c47c22d193
146;146;2020-01-01T19:02:26.0000000+01:00;37;Check_RWT__fuel_quantity;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
147;147;2020-01-01T19:02:27.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5609130836475;9.50001213138808;Cessna1;Landing;0;9,50001213138808;53,5609130836475;e0cd5c62-a9ad-4830-8014-10c47c22d193
147;147;2020-01-01T19:02:27.0000000+01:00;37;Check_RWT__fuel_quantity;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
148;148;2020-01-01T19:02:28.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5608890559223;9.50012385312631;Cessna1;Landing;0;9,50012385312631;53,5608890559223;e0cd5c62-a9ad-4830-8014-10c47c22d193
148;148;2020-01-01T19:02:28.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
149;149;2020-01-01T19:02:29.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5608657294022;9.50023231388569;Cessna1;Landing;0;9,50023231388569;53,5608657294022;e0cd5c62-a9ad-4830-8014-10c47c22d193
149;149;2020-01-01T19:02:29.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
150;150;2020-01-01T19:02:30.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5608430987653;9.50033753846346;Cessna1;Landing;0;9,50033753846346;53,5608430987653;e0cd5c62-a9ad-4830-8014-10c47c22d193
150;150;2020-01-01T19:02:30.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
151;151;2020-01-01T19:02:31.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5608211588248;9.50043955102614;Cessna1;Landing;0;9,50043955102614;53,5608211588248;e0cd5c62-a9ad-4830-8014-10c47c22d193
151;151;2020-01-01T19:02:31.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
152;152;2020-01-01T19:02:32.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.560799904526;9.50053837512413;Cessna1;Landing;0;9,50053837512413;53,560799904526;e0cd5c62-a9ad-4830-8014-10c47c22d193
152;152;2020-01-01T19:02:32.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
153;153;2020-01-01T19:02:33.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5607793309433;9.50063403370586;Cessna1;Landing;0;9,50063403370586;53,5607793309433;e0cd5c62-a9ad-4830-8014-10c47c22d193
153;153;2020-01-01T19:02:33.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
154;154;2020-01-01T19:02:34.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5607594332772;9.50072654913133;Cessna1;Landing;0;9,50072654913133;53,5607594332772;e0cd5c62-a9ad-4830-8014-10c47c22d193
154;154;2020-01-01T19:02:34.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
155;155;2020-01-01T19:02:35.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5607402068515;9.50081594318527;Cessna1;Landing;0;9,50081594318527;53,5607402068515;e0cd5c62-a9ad-4830-8014-10c47c22d193
155;155;2020-01-01T19:02:35.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
156;156;2020-01-01T19:02:36.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5607216471105;9.50090223708977;Cessna1;Landing;0;9,50090223708977;53,5607216471105;e0cd5c62-a9ad-4830-8014-10c47c22d193
156;156;2020-01-01T19:02:36.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
157;157;2020-01-01T19:02:37.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5607037496169;9.50098545151656;Cessna1;Landing;0;9,50098545151656;53,5607037496169;e0cd5c62-a9ad-4830-8014-10c47c22d193
157;157;2020-01-01T19:02:37.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
158;158;2020-01-01T19:02:38.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5606865100484;9.50106560659873;Cessna1;Landing;0;9,50106560659873;53,5606865100484;e0cd5c62-a9ad-4830-8014-10c47c22d193
158;158;2020-01-01T19:02:38.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
159;159;2020-01-01T19:02:39.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.560669924196;9.50114272194217;Cessna1;Landing;0;9,50114272194217;53,560669924196;e0cd5c62-a9ad-4830-8014-10c47c22d193
159;159;2020-01-01T19:02:39.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
160;160;2020-01-01T19:02:40.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5606539879613;9.50121681663649;Cessna1;Landing;0;9,50121681663649;53,5606539879613;e0cd5c62-a9ad-4830-8014-10c47c22d193
160;160;2020-01-01T19:02:40.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
161;161;2020-01-01T19:02:41.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5606386973544;9.50128790926569;Cessna1;Landing;0;9,50128790926569;53,5606386973544;e0cd5c62-a9ad-4830-8014-10c47c22d193
161;161;2020-01-01T19:02:41.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
162;162;2020-01-01T19:02:42.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5606237593079;9.50135736244988;Cessna1;Landing;0;9,50135736244988;53,5606237593079;e0cd5c62-a9ad-4830-8014-10c47c22d193
162;162;2020-01-01T19:02:42.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
163;163;2020-01-01T19:02:43.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5606086307205;9.50142770129769;Cessna1;Landing;0;9,50142770129769;53,5606086307205;e0cd5c62-a9ad-4830-8014-10c47c22d193
163;163;2020-01-01T19:02:43.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
164;164;2020-01-01T19:02:44.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5605930602464;9.5015000944006;Cessna1;Landing;0;9,5015000944006;53,5605930602464;e0cd5c62-a9ad-4830-8014-10c47c22d193
164;164;2020-01-01T19:02:44.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
165;165;2020-01-01T19:02:45.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5605770505677;9.50157452926656;Cessna1;Landing;0;9,50157452926656;53,5605770505677;e0cd5c62-a9ad-4830-8014-10c47c22d193
165;165;2020-01-01T19:02:45.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
166;166;2020-01-01T19:02:46.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.560560604388;9.50165099330318;Cessna1;Landing;0;9,50165099330318;53,560560604388;e0cd5c62-a9ad-4830-8014-10c47c22d193
166;166;2020-01-01T19:02:46.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
167;167;2020-01-01T19:02:47.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5605437244316;9.5017294738216;Cessna1;Landing;0;9,5017294738216;53,5605437244316;e0cd5c62-a9ad-4830-8014-10c47c22d193
167;167;2020-01-01T19:02:47.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
168;168;2020-01-01T19:02:48.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5605264134427;9.50180995804036;Cessna1;Landing;0;9,50180995804036;53,5605264134427;e0cd5c62-a9ad-4830-8014-10c47c22d193
168;168;2020-01-01T19:02:48.0000000+01:00;37;Check_Engine__oil;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
169;169;2020-01-01T19:02:49.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5605086741843;9.50189243308929;Cessna1;Landing;0;9,50189243308929;53,5605086741843;e0cd5c62-a9ad-4830-8014-10c47c22d193
169;169;2020-01-01T19:02:49.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
170;170;2020-01-01T19:02:50.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5604905094377;9.50197688601329;Cessna1;Landing;0;9,50197688601329;53,5604905094377;e0cd5c62-a9ad-4830-8014-10c47c22d193
170;170;2020-01-01T19:02:50.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
171;171;2020-01-01T19:02:51.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5604724691844;9.50206075978814;Cessna1;Landing;0;9,50206075978814;53,5604724691844;e0cd5c62-a9ad-4830-8014-10c47c22d193
171;171;2020-01-01T19:02:51.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
172;172;2020-01-01T19:02:52.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5604550878036;9.50214156996963;Cessna1;Landing;0;9,50214156996963;53,5604550878036;e0cd5c62-a9ad-4830-8014-10c47c22d193
172;172;2020-01-01T19:02:52.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
173;173;2020-01-01T19:02:53.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.560438361062;9.5022193362758;Cessna1;Landing;0;9,5022193362758;53,560438361062;e0cd5c62-a9ad-4830-8014-10c47c22d193
173;173;2020-01-01T19:02:53.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
174;174;2020-01-01T19:02:54.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5604222848375;9.50229407790613;Cessna1;Landing;0;9,50229407790613;53,5604222848375;e0cd5c62-a9ad-4830-8014-10c47c22d193
174;174;2020-01-01T19:02:54.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
175;175;2020-01-01T19:02:55.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5604068551166;9.5023658135522;Cessna1;Landing;0;9,5023658135522;53,5604068551166;e0cd5c62-a9ad-4830-8014-10c47c22d193
175;175;2020-01-01T19:02:55.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
176;176;2020-01-01T19:02:56.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5603917788001;9.50243590591247;Cessna1;Landing;0;9,50243590591247;53,5603917788001;e0cd5c62-a9ad-4830-8014-10c47c22d193
176;176;2020-01-01T19:02:56.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
177;177;2020-01-01T19:02:57.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5603765127567;9.50250688010036;Cessna1;Landing;0;9,50250688010036;53,5603765127567;e0cd5c62-a9ad-4830-8014-10c47c22d193
177;177;2020-01-01T19:02:57.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
178;178;2020-01-01T19:02:58.0000000+01:00;19;Taxiing_off_runway;None;96.9972670064295;53.5603608056349;9.50257990467248;Cessna1;Landing;0;9,50257990467248;53,5603608056349;e0cd5c62-a9ad-4830-8014-10c47c22d193
178;178;2020-01-01T19:02:58.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
179;179;2020-01-01T19:02:59.0000000+01:00;19;End_of_Actions;None;96.9972670064295;53.5603280789331;9.5027320547769;Cessna1;Taxiing;0;9,5027320547769;53,5603280789331;e0cd5c62-a9ad-4830-8014-10c47c22d193
179;179;2020-01-01T19:02:59.0000000+01:00;37;Check_TireNoseWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
180;180;2020-01-01T19:03:00.0000000+01:00;19;Set_Brake__parking_brake;None;96.9972670064295;53.5603110648448;9.50281115499998;Cessna1;Taxiing;0;9,50281115499998;53,5603110648448;e0cd5c62-a9ad-4830-8014-10c47c22d193
180;180;2020-01-01T19:03:00.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
181;181;2020-01-01T19:03:01.0000000+01:00;19;Set_Brake__parking_brake;None;96.9972670064295;53.5603110648448;9.50281115499998;Cessna1;Taxiing;0;9,50281115499998;53,5603110648448;e0cd5c62-a9ad-4830-8014-10c47c22d193
181;181;2020-01-01T19:03:01.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
182;182;2020-01-01T19:03:02.0000000+01:00;19;Set_Brake__parking_brake;None;96.9972670064295;53.5602936206129;9.50289225496794;Cessna1;Taxiing;0;9,50289225496794;53,5602936206129;e0cd5c62-a9ad-4830-8014-10c47c22d193
182;182;2020-01-01T19:03:02.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
183;183;2020-01-01T19:03:03.0000000+01:00;19;Set_Brake__parking_brake;None;96.9972670064295;53.5602757490103;9.50297534178652;Cessna1;Taxiing;0;9,50297534178652;53,5602757490103;e0cd5c62-a9ad-4830-8014-10c47c22d193
183;183;2020-01-01T19:03:03.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
184;184;2020-01-01T19:03:04.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602574528279;9.50306040247775;Cessna1;Taxiing;0;9,50306040247775;53,5602574528279;e0cd5c62-a9ad-4830-8014-10c47c22d193
184;184;2020-01-01T19:03:04.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
185;185;2020-01-01T19:03:05.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602579298062;9.50305818534463;Cessna1;Taxiing;0;9,50305818534463;53,5602579298062;e0cd5c62-a9ad-4830-8014-10c47c22d193
185;185;2020-01-01T19:03:05.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
186;186;2020-01-01T19:03:06.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602579298062;9.50305818534463;Cessna1;Taxiing;0;9,50305818534463;53,5602579298062;e0cd5c62-a9ad-4830-8014-10c47c22d193
186;186;2020-01-01T19:03:06.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
187;187;2020-01-01T19:03:07.0000000+01:00;19;Taxiing;None;96.9972670064295;53.560277109242;9.50296901836146;Cessna1;Taxiing;0;9,50296901836146;53,560277109242;e0cd5c62-a9ad-4830-8014-10c47c22d193
187;187;2020-01-01T19:03:07.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
188;188;2020-01-01T19:03:08.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602953904602;9.50288402691321;Cessna1;Taxiing;0;9,50288402691321;53,5602953904602;e0cd5c62-a9ad-4830-8014-10c47c22d193
188;188;2020-01-01T19:03:08.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
189;189;2020-01-01T19:03:09.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5603124354556;9.50280478248604;Cessna1;Taxiing;0;9,50280478248604;53,5603124354556;e0cd5c62-a9ad-4830-8014-10c47c22d193
189;189;2020-01-01T19:03:09.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
190;190;2020-01-01T19:03:10.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602963810652;9.50287787507293;Cessna1;Taxiing;0;9,50287787507293;53,5602963810652;e0cd5c62-a9ad-4830-8014-10c47c22d193
190;190;2020-01-01T19:03:10.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
191;191;2020-01-01T19:03:11.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602816780747;9.50294481476639;Cessna1;Taxiing;0;9,50294481476639;53,5602816780747;e0cd5c62-a9ad-4830-8014-10c47c22d193
191;191;2020-01-01T19:03:11.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
192;192;2020-01-01T19:03:12.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602679673051;9.50300723688692;Cessna1;Taxiing;0;9,50300723688692;53,5602679673051;e0cd5c62-a9ad-4830-8014-10c47c22d193
192;192;2020-01-01T19:03:12.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
193;193;2020-01-01T19:03:13.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602546048433;9.50306807305683;Cessna1;Taxiing;0;9,50306807305683;53,5602546048433;e0cd5c62-a9ad-4830-8014-10c47c22d193
193;193;2020-01-01T19:03:13.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
194;194;2020-01-01T19:03:14.0000000+01:00;19;Taxiing;None;96.9972670064295;53.560241037525;9.50312984170781;Cessna1;Taxiing;0;9,50312984170781;53,560241037525;e0cd5c62-a9ad-4830-8014-10c47c22d193
194;194;2020-01-01T19:03:14.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
195;195;2020-01-01T19:03:15.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602267675628;9.50319480912396;Cessna1;Taxiing;0;9,50319480912396;53,5602267675628;e0cd5c62-a9ad-4830-8014-10c47c22d193
195;195;2020-01-01T19:03:15.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
196;196;2020-01-01T19:03:16.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5602113366404;9.50326506185975;Cessna1;Taxiing;0;9,50326506185975;53,5602113366404;e0cd5c62-a9ad-4830-8014-10c47c22d193
196;196;2020-01-01T19:03:16.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
197;197;2020-01-01T19:03:17.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5601945306968;9.50334157441601;Cessna1;Taxiing;0;9,50334157441601;53,5601945306968;e0cd5c62-a9ad-4830-8014-10c47c22d193
197;197;2020-01-01T19:03:17.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
198;198;2020-01-01T19:03:18.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5601763583277;9.50342430759045;Cessna1;Taxiing;0;9,50342430759045;53,5601763583277;e0cd5c62-a9ad-4830-8014-10c47c22d193
198;198;2020-01-01T19:03:18.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
199;199;2020-01-01T19:03:19.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5601568284337;9.5035132207864;Cessna1;Taxiing;0;9,5035132207864;53,5601568284337;e0cd5c62-a9ad-4830-8014-10c47c22d193
199;199;2020-01-01T19:03:19.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
200;200;2020-01-01T19:03:20.0000000+01:00;19;Taxiing;None;96.9972670064295;53.5601364176589;9.50360614393533;Cessna1;Taxiing;0;9,50360614393533;53,5601364176589;e0cd5c62-a9ad-4830-8014-10c47c22d193
200;200;2020-01-01T19:03:20.0000000+01:00;37;Check_TireLeftMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
201;201;2020-01-01T19:03:21.0000000+01:00;19;Taxiing;None;96.9972670064295;53.560116146573;9.50369843071621;Cessna1;Taxiing;0;9,50369843071621;53,560116146573;e0cd5c62-a9ad-4830-8014-10c47c22d193
