Tick;Step;DateTime;age;current_activity;event_info;flight_experience;Latitude;Longitude;myAircraft_callsign;state;takeoff_distance;0_Position;1_Position;ID
0;0;2020-01-01T19:00:00.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
0;0;2020-01-01T19:00:00.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
1;1;2020-01-01T19:00:01.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
1;1;2020-01-01T19:00:01.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
2;2;2020-01-01T19:00:02.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
2;2;2020-01-01T19:00:02.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
3;3;2020-01-01T19:00:03.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
3;3;2020-01-01T19:00:03.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
4;4;2020-01-01T19:00:04.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
4;4;2020-01-01T19:00:04.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
5;5;2020-01-01T19:00:05.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
5;5;2020-01-01T19:00:05.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
6;6;2020-01-01T19:00:06.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
6;6;2020-01-01T19:00:06.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
7;7;2020-01-01T19:00:07.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
7;7;2020-01-01T19:00:07.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
8;8;2020-01-01T19:00:08.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
8;8;2020-01-01T19:00:08.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
9;9;2020-01-01T19:00:09.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
9;9;2020-01-01T19:00:09.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
10;10;2020-01-01T19:00:10.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
10;10;2020-01-01T19:00:10.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
11;11;2020-01-01T19:00:11.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
11;11;2020-01-01T19:00:11.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
12;12;2020-01-01T19:00:12.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
12;12;2020-01-01T19:00:12.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
13;13;2020-01-01T19:00:13.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
13;13;2020-01-01T19:00:13.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
14;14;2020-01-01T19:00:14.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
14;14;2020-01-01T19:00:14.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
15;15;2020-01-01T19:00:15.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
15;15;2020-01-01T19:00:15.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
16;16;2020-01-01T19:00:16.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
16;16;2020-01-01T19:00:16.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
17;17;2020-01-01T19:00:17.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
17;17;2020-01-01T19:00:17.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
18;18;2020-01-01T19:00:18.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
18;18;2020-01-01T19:00:18.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
19;19;2020-01-01T19:00:19.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
19;19;2020-01-01T19:00:19.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
20;20;2020-01-01T19:00:20.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
20;20;2020-01-01T19:00:20.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
21;21;2020-01-01T19:00:21.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
21;21;2020-01-01T19:00:21.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
22;22;2020-01-01T19:00:22.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
22;22;2020-01-01T19:00:22.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
23;23;2020-01-01T19:00:23.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
23;23;2020-01-01T19:00:23.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
24;24;2020-01-01T19:00:24.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
24;24;2020-01-01T19:00:24.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
25;25;2020-01-01T19:00:25.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
25;25;2020-01-01T19:00:25.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
26;26;2020-01-01T19:00:26.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
26;26;2020-01-01T19:00:26.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
27;27;2020-01-01T19:00:27.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
27;27;2020-01-01T19:00:27.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
28;28;2020-01-01T19:00:28.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
28;28;2020-01-01T19:00:28.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
29;29;2020-01-01T19:00:29.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
29;29;2020-01-01T19:00:29.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
30;30;2020-01-01T19:00:30.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
30;30;2020-01-01T19:00:30.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
31;31;2020-01-01T19:00:31.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
31;31;2020-01-01T19:00:31.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
32;32;2020-01-01T19:00:32.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
32;32;2020-01-01T19:00:32.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
33;33;2020-01-01T19:00:33.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
33;33;2020-01-01T19:00:33.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
34;34;2020-01-01T19:00:34.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
34;34;2020-01-01T19:00:34.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
35;35;2020-01-01T19:00:35.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
35;35;2020-01-01T19:00:35.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
36;36;2020-01-01T19:00:36.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
36;36;2020-01-01T19:00:36.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
37;37;2020-01-01T19:00:37.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
37;37;2020-01-01T19:00:37.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
38;38;2020-01-01T19:00:38.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
38;38;2020-01-01T19:00:38.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
39;39;2020-01-01T19:00:39.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
39;39;2020-01-01T19:00:39.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
40;40;2020-01-01T19:00:40.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
40;40;2020-01-01T19:00:40.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
41;41;2020-01-01T19:00:41.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
41;41;2020-01-01T19:00:41.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
42;42;2020-01-01T19:00:42.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
42;42;2020-01-01T19:00:42.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
43;43;2020-01-01T19:00:43.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
43;43;2020-01-01T19:00:43.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
44;44;2020-01-01T19:00:44.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
44;44;2020-01-01T19:00:44.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
45;45;2020-01-01T19:00:45.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
45;45;2020-01-01T19:00:45.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
46;46;2020-01-01T19:00:46.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
46;46;2020-01-01T19:00:46.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
47;47;2020-01-01T19:00:47.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
47;47;2020-01-01T19:00:47.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
48;48;2020-01-01T19:00:48.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
48;48;2020-01-01T19:00:48.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
49;49;2020-01-01T19:00:49.0000000+01:00;19;Initialization;None;96.9972670064295;0;0;Cessna1;Initialization;0;0;0;e0cd5c62-a9ad-4830-8014-10c47c22d193
49;49;2020-01-01T19:00:49.0000000+01:00;37;Initialization;None;648.629791684742;0;0;Cessna2;Initialization;0;0;0;478b5bc2-a2b4-42af-a38c-99735c15a4d3
50;50;2020-01-01T19:00:50.0000000+01:00;19;Initialization;None;96.9972670064295;53.567997;9.467238;Cessna1;LandingRequest;0;9,467238;53,567997;e0cd5c62-a9ad-4830-8014-10c47c22d193
50;50;2020-01-01T19:00:50.0000000+01:00;37;Initialization;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
51;51;2020-01-01T19:00:51.0000000+01:00;19;Communicate_on_frequency;None;96.9972670064295;53.567905680468;9.46766047706207;Cessna1;LandingRequest;0;9,46766047706207;53,567905680468;e0cd5c62-a9ad-4830-8014-10c47c22d193
51;51;2020-01-01T19:00:51.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
52;52;2020-01-01T19:00:52.0000000+01:00;19;Communicate_on_frequency;None;96.9972670064295;53.567905680468;9.46766047706207;Cessna1;LandingRequest;0;9,46766047706207;53,567905680468;e0cd5c62-a9ad-4830-8014-10c47c22d193
52;52;2020-01-01T19:00:52.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
53;53;2020-01-01T19:00:53.0000000+01:00;19;Listen_receiver_on_frequency;None;96.9972670064295;53.5677247960954;9.46849731073227;Cessna1;LandingRequest;0;9,46849731073227;53,5677247960954;e0cd5c62-a9ad-4830-8014-10c47c22d193
53;53;2020-01-01T19:00:53.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
54;54;2020-01-01T19:00:54.0000000+01:00;19;Listen_receiver_on_frequency;None;96.9972670064295;53.5677247960954;9.46849731073227;Cessna1;LandingRequest;0;9,46849731073227;53,5677247960954;e0cd5c62-a9ad-4830-8014-10c47c22d193
54;54;2020-01-01T19:00:54.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
55;55;2020-01-01T19:00:55.0000000+01:00;19;Listen_receiver_on_frequency;None;96.9972670064295;53.5676350965128;9.46891229072922;Cessna1;LandingRequest;0;9,46891229072922;53,5676350965128;e0cd5c62-a9ad-4830-8014-10c47c22d193
55;55;2020-01-01T19:00:55.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
56;56;2020-01-01T19:00:56.0000000+01:00;19;Listen_receiver_on_frequency;None;96.9972670064295;53.5675457995684;9.46932540713117;Cessna1;LandingRequest;0;9,46932540713117;53,5675457995684;e0cd5c62-a9ad-4830-8014-10c47c22d193
56;56;2020-01-01T19:00:56.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
57;57;2020-01-01T19:00:57.0000000+01:00;19;Listen_receiver_on_frequency;None;96.9972670064295;53.5674568447172;9.46973694004685;Cessna1;LandingRequest;0;9,46973694004685;53,5674568447172;e0cd5c62-a9ad-4830-8014-10c47c22d193
57;57;2020-01-01T19:00:57.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
58;58;2020-01-01T19:00:58.0000000+01:00;19;Clear_frequency;None;96.9972670064295;53.5672797589076;9.47055619175045;Cessna1;LandingRequest;0;9,47055619175045;53,5672797589076;e0cd5c62-a9ad-4830-8014-10c47c22d193
58;58;2020-01-01T19:00:58.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
59;59;2020-01-01T19:00:59.0000000+01:00;19;Clear_frequency;None;96.9972670064295;53.5672797589076;9.47055619175045;Cessna1;LandingRequest;0;9,47055619175045;53,5672797589076;e0cd5c62-a9ad-4830-8014-10c47c22d193
59;59;2020-01-01T19:00:59.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
60;60;2020-01-01T19:01:00.0000000+01:00;19;Clear_frequency;None;96.9972670064295;53.5671915446759;9.47096429579631;Cessna1;LandingRequest;0;9,47096429579631;53,5671915446759;e0cd5c62-a9ad-4830-8014-10c47c22d193
60;60;2020-01-01T19:01:00.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
61;61;2020-01-01T19:01:01.0000000+01:00;19;Clear_frequency;None;96.9972670064295;53.5671035043318;9.4713715945468;Cessna1;LandingRequest;0;9,4713715945468;53,5671035043318;e0cd5c62-a9ad-4830-8014-10c47c22d193
61;61;2020-01-01T19:01:01.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
62;62;2020-01-01T19:01:02.0000000+01:00;19;Clear_frequency;None;96.9972670064295;53.5670156104611;9.47177821483163;Cessna1;LandingRequest;0;9,47177821483163;53,5670156104611;e0cd5c62-a9ad-4830-8014-10c47c22d193
62;62;2020-01-01T19:01:02.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
63;63;2020-01-01T19:01:03.0000000+01:00;19;End_of_Actions;None;96.9972670064295;53.5668401735069;9.47258983005541;Cessna1;Landing;0;9,47258983005541;53,5668401735069;e0cd5c62-a9ad-4830-8014-10c47c22d193
63;63;2020-01-01T19:01:03.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
64;64;2020-01-01T19:01:04.0000000+01:00;19;DescentAircraft;None;96.9972670064295;53.5667525947908;9.47299498984333;Cessna1;Landing;0;9,47299498984333;53,5667525947908;e0cd5c62-a9ad-4830-8014-10c47c22d193
64;64;2020-01-01T19:01:04.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
65;65;2020-01-01T19:01:05.0000000+01:00;19;DescentAircraft;None;96.9972670064295;53.5667525947908;9.47299498984333;Cessna1;Landing;0;9,47299498984333;53,5667525947908;e0cd5c62-a9ad-4830-8014-10c47c22d193
65;65;2020-01-01T19:01:05.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
66;66;2020-01-01T19:01:06.0000000+01:00;19;DescentAircraft;None;96.9972670064295;53.5666650902426;9.47339980567896;Cessna1;Landing;0;9,47339980567896;53,5666650902426;e0cd5c62-a9ad-4830-8014-10c47c22d193
66;66;2020-01-01T19:01:06.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
67;67;2020-01-01T19:01:07.0000000+01:00;19;DescentAircraft;None;96.9972670064295;53.5665776485102;9.47380433007982;Cessna1;Landing;0;9,47380433007982;53,5665776485102;e0cd5c62-a9ad-4830-8014-10c47c22d193
67;67;2020-01-01T19:01:07.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
68;68;2020-01-01T19:01:08.0000000+01:00;19;DescentAircraft;None;96.9972670064295;53.5664029171948;9.4746126725066;Cessna1;Landing;0;9,4746126725066;53,5664029171948;e0cd5c62-a9ad-4830-8014-10c47c22d193
68;68;2020-01-01T19:01:08.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
69;69;2020-01-01T19:01:09.0000000+01:00;19;DescentAircraft;None;96.9972670064295;53.5664029171948;9.4746126725066;Cessna1;Landing;0;9,4746126725066;53,5664029171948;e0cd5c62-a9ad-4830-8014-10c47c22d193
69;69;2020-01-01T19:01:09.0000000+01:00;37;Check_TireRightMainWheel__inflation;None;648.629791684742;53.560392;9.4987928;Cessna2;PreflightInspection;0;9,4987928;53,560392;478b5bc2-a2b4-42af-a38c-99735c15a4d3
70;70;2020-01-01T19:01:10.0000000+01:00;19;DescentAircraft;None;96.9972670064295;53.5663156131526;9.47501655742568;Cessna1;Landing;0;9,47501655742568;53,5663156131526;e0cd5c62-a9ad-4830-8014-10c47c22d193
