Tick;Step;callsign_received;identifier;message_type_received;runway_heading_calculated;state;0_Position;1_Position;ID
291;291;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
292;292;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
293;293;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
294;294;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
295;295;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
296;296;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
297;297;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
298;298;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
299;299;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
300;300;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
301;301;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
302;302;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
303;303;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
304;304;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
305;305;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
306;306;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
307;307;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
308;308;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
309;309;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
310;310;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
311;311;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
312;312;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
313;313;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
314;314;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
315;315;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
316;316;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
317;317;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
318;318;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
319;319;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
320;320;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
321;321;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
322;322;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
323;323;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
324;324;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
325;325;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
326;326;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
327;327;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
328;328;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
329;329;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
330;330;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
331;331;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
332;332;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
333;333;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
334;334;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
335;335;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
336;336;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
337;337;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
338;338;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
339;339;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
340;340;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
341;341;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
342;342;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
343;343;Cessna1;Tower;RequestTakeOffPreparationPoint;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
344;344;Cessna1;Tower;RequestTakeOffPreparationPoint;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
345;345;Cessna1;Tower;RequestTakeOffPreparationPoint;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
346;346;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
347;347;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
348;348;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
349;349;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
350;350;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
351;351;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
352;352;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
353;353;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
354;354;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
355;355;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
356;356;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
357;357;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
358;358;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
359;359;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
360;360;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
361;361;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
362;362;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
363;363;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
364;364;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
365;365;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
366;366;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
367;367;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
368;368;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
369;369;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
370;370;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
371;371;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
372;372;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
373;373;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
374;374;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
375;375;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
376;376;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
377;377;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
378;378;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
379;379;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
380;380;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
381;381;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
382;382;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
383;383;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
384;384;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
385;385;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
386;386;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
387;387;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
388;388;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
389;389;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
390;390;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
391;391;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
392;392;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
393;393;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
394;394;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
395;395;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
396;396;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
397;397;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
398;398;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
399;399;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
400;400;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
401;401;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
402;402;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
403;403;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
404;404;Cessna2;Tower;RequestTakeOffHoldShortPoint;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
405;405;Cessna2;Tower;RequestTakeOffHoldShortPoint;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
406;406;Cessna2;Tower;RequestTakeOffHoldShortPoint;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
407;407;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
408;408;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
409;409;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
410;410;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
411;411;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
412;412;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
413;413;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
414;414;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
415;415;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
416;416;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
417;417;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
418;418;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
419;419;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
420;420;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
421;421;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
422;422;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
423;423;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
424;424;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
425;425;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
426;426;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
427;427;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
428;428;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
429;429;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
430;430;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
431;431;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
432;432;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
433;433;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
434;434;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
435;435;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
436;436;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
437;437;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
438;438;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
439;439;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
440;440;Cessna2;Tower;RequestTakeOff;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
441;441;Cessna2;Tower;RequestTakeOff;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
442;442;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
443;443;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
444;444;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
445;445;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
446;446;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
447;447;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
448;448;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
449;449;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
450;450;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
451;451;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
452;452;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
453;453;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
454;454;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
455;455;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
456;456;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
457;457;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
458;458;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
459;459;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
460;460;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
461;461;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
462;462;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
463;463;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
464;464;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
465;465;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
466;466;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
467;467;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
468;468;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
469;469;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
470;470;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
471;471;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
472;472;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
473;473;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
474;474;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
475;475;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
476;476;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
477;477;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
478;478;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
479;479;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
480;480;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
481;481;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
482;482;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
483;483;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
484;484;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
485;485;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
486;486;Cessna1;Tower;RequestTakeOffHoldShortPoint;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
487;487;Cessna1;Tower;RequestTakeOffHoldShortPoint;107;Communicate_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
488;488;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
489;489;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
490;490;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
491;491;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
492;492;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
493;493;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
494;494;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
495;495;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
496;496;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
497;497;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
498;498;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
499;499;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
500;500;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
501;501;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
502;502;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
503;503;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
504;504;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
505;505;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
506;506;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
507;507;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
508;508;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
509;509;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
510;510;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
511;511;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
512;512;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
513;513;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
514;514;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
515;515;None;Tower;None;107;Listen_on_frequency;9,501334;53,559712;fedda85e-1b5b-4561-b3be-6901f791ee1b
